month,concept,bls_series,unit_price,norm_unit,priced_by
2012-04,ground_beef,APU0300703112,3.021,lb,published
2012-05,ground_beef,APU0300703112,3.097,lb,published
2012-06,ground_beef,APU0300703112,3.097,lb,published
2012-07,ground_beef,APU0300703112,3.121,lb,published
2012-08,ground_beef,APU0300703112,2.951,lb,published
2012-09,ground_beef,APU0300703112,3.05,lb,published
2012-10,ground_beef,APU0300703112,3.12787,lb,imputed_basket
2012-11,ground_beef,APU0300703112,3.083,lb,published
2012-12,ground_beef,APU0300703112,2.828,lb,published
2013-01,ground_beef,APU0300703112,3.145,lb,published
2013-02,ground_beef,APU0300703112,3.142,lb,published
2013-03,ground_beef,APU0300703112,3.073,lb,published
2013-04,ground_beef,APU0300703112,3.067,lb,published
2013-05,ground_beef,APU0300703112,3.206,lb,published
2013-06,ground_beef,APU0300703112,3.281,lb,published
2013-07,ground_beef,APU0300703112,3.254,lb,published
2013-08,ground_beef,APU0300703112,3.352,lb,published
2013-09,ground_beef,APU0300703112,3.426,lb,published
2013-10,ground_beef,APU0300703112,3.274,lb,published
2013-11,ground_beef,APU0300703112,3.352,lb,published
2013-12,ground_beef,APU0300703112,3.368,lb,published
2014-01,ground_beef,APU0300703112,3.372,lb,published
2014-02,ground_beef,APU0300703112,3.445,lb,published
2014-03,ground_beef,APU0300703112,3.613,lb,published
2014-04,ground_beef,APU0300703112,3.693,lb,published
2014-05,ground_beef,APU0300703112,3.729,lb,published
2014-06,ground_beef,APU0300703112,3.809,lb,published
2014-07,ground_beef,APU0300703112,3.785,lb,published
2014-08,ground_beef,APU0300703112,3.887,lb,published
2014-09,ground_beef,APU0300703112,3.957,lb,published
2014-10,ground_beef,APU0300703112,4.049,lb,published
2014-11,ground_beef,APU0300703112,4.08,lb,published
2014-12,ground_beef,APU0300703112,4.046,lb,published
2015-01,ground_beef,APU0300703112,4.221,lb,published
2015-02,ground_beef,APU0300703112,4.275,lb,published
2015-03,ground_beef,APU0300703112,4.14,lb,published
2015-04,ground_beef,APU0300703112,4.149,lb,published
2015-05,ground_beef,APU0300703112,4.063,lb,published
2015-06,ground_beef,APU0300703112,3.996,lb,published
2015-07,ground_beef,APU0300703112,4.105,lb,published
2015-08,ground_beef,APU0300703112,4.006,lb,published
2015-09,ground_beef,APU0300703112,4.0,lb,published
2015-10,ground_beef,APU0300703112,3.952,lb,published
2015-11,ground_beef,APU0300703112,3.872,lb,published
2015-12,ground_beef,APU0300703112,3.871,lb,published
2016-01,ground_beef,APU0300703112,3.72,lb,published
2016-02,ground_beef,APU0300703112,3.772,lb,published
2016-03,ground_beef,APU0300703112,3.722,lb,published
2016-04,ground_beef,APU0300703112,3.568,lb,published
2016-05,ground_beef,APU0300703112,3.628,lb,published
2016-06,ground_beef,APU0300703112,3.474,lb,published
2016-07,ground_beef,APU0300703112,3.387,lb,published
2016-08,ground_beef,APU0300703112,3.48,lb,published
2016-09,ground_beef,APU0300703112,3.488,lb,published
2016-10,ground_beef,APU0300703112,3.526,lb,published
2016-11,ground_beef,APU0300703112,3.408,lb,published
2016-12,ground_beef,APU0300703112,3.349,lb,published
2017-01,ground_beef,APU0300703112,3.357,lb,published
2017-02,ground_beef,APU0300703112,3.349,lb,published
2017-03,ground_beef,APU0300703112,3.38,lb,published
2017-04,ground_beef,APU0300703112,3.477,lb,published
2017-05,ground_beef,APU0300703112,3.452,lb,published
2017-06,ground_beef,APU0300703112,3.632,lb,published
2017-07,ground_beef,APU0300703112,3.634,lb,published
2017-08,ground_beef,APU0300703112,3.642,lb,published
2017-09,ground_beef,APU0300703112,3.601,lb,published
2017-10,ground_beef,APU0300703112,3.438,lb,published
2017-11,ground_beef,APU0300703112,3.371,lb,published
2017-12,ground_beef,APU0300703112,3.442,lb,published
2018-01,ground_beef,APU0300703112,3.239,lb,published
2018-02,ground_beef,APU0300703112,3.388,lb,published
2018-03,ground_beef,APU0300703112,3.35,lb,published
2018-04,ground_beef,APU0300703112,3.404,lb,published
2018-05,ground_beef,APU0300703112,3.331,lb,published
2018-06,ground_beef,APU0300703112,3.389,lb,published
2018-07,ground_beef,APU0300703112,3.411,lb,published
2018-08,ground_beef,APU0300703112,3.366,lb,published
2018-09,ground_beef,APU0300703112,3.357,lb,published
2018-10,ground_beef,APU0300703112,3.26,lb,published
2018-11,ground_beef,APU0300703112,3.335,lb,published
2018-12,ground_beef,APU0300703112,3.292,lb,published
2019-01,ground_beef,APU0300703112,3.292,lb,published
2019-02,ground_beef,APU0300703112,3.247,lb,published
2019-03,ground_beef,APU0300703112,3.328,lb,published
2019-04,ground_beef,APU0300703112,3.267,lb,published
2019-05,ground_beef,APU0300703112,3.389,lb,published
2019-06,ground_beef,APU0300703112,3.453,lb,published
2019-07,ground_beef,APU0300703112,3.458,lb,published
2019-08,ground_beef,APU0300703112,3.472,lb,published
2019-09,ground_beef,APU0300703112,3.513,lb,published
2019-10,ground_beef,APU0300703112,3.509,lb,published
2019-11,ground_beef,APU0300703112,3.634,lb,published
2019-12,ground_beef,APU0300703112,3.851,lb,published
2020-01,ground_beef,APU0300703112,3.818,lb,published
2020-02,ground_beef,APU0300703112,3.706,lb,published
2020-03,ground_beef,APU0300703112,3.774,lb,published
2020-04,ground_beef,APU0300703112,3.816,lb,published
2020-05,ground_beef,APU0300703112,4.225,lb,published
2020-06,ground_beef,APU0300703112,4.513,lb,published
2020-07,ground_beef,APU0300703112,4.02,lb,published
2020-08,ground_beef,APU0300703112,4.04,lb,published
2020-09,ground_beef,APU0300703112,3.808,lb,published
2020-10,ground_beef,APU0300703112,3.801,lb,published
2020-11,ground_beef,APU0300703112,3.793,lb,published
2020-12,ground_beef,APU0300703112,3.817,lb,published
2021-01,ground_beef,APU0300703112,3.815,lb,published
2021-02,ground_beef,APU0300703112,3.821,lb,published
2021-03,ground_beef,APU0300703112,3.859,lb,published
2021-04,ground_beef,APU0300703112,3.946,lb,published
2021-05,ground_beef,APU0300703112,4.174,lb,published
2021-06,ground_beef,APU0300703112,4.347,lb,published
2021-07,ground_beef,APU0300703112,4.235,lb,published
2021-08,ground_beef,APU0300703112,4.257,lb,published
2021-09,ground_beef,APU0300703112,4.276,lb,published
2021-10,ground_beef,APU0300703112,4.543,lb,published
2021-11,ground_beef,APU0300703112,4.483,lb,published
2021-12,ground_beef,APU0300703112,4.363,lb,published
2022-01,ground_beef,APU0300703112,4.389,lb,published
2022-02,ground_beef,APU0300703112,4.344,lb,published
2022-03,ground_beef,APU0300703112,4.487,lb,published
2022-04,ground_beef,APU0300703112,4.76,lb,published
2022-05,ground_beef,APU0300703112,4.664,lb,published
2022-06,ground_beef,APU0300703112,4.694,lb,published
2022-07,ground_beef,APU0300703112,4.706,lb,published
2022-08,ground_beef,APU0300703112,4.725,lb,published
2022-09,ground_beef,APU0300703112,4.709,lb,published
2022-10,ground_beef,APU0300703112,4.704,lb,published
2022-11,ground_beef,APU0300703112,4.712,lb,published
2022-12,ground_beef,APU0300703112,4.618,lb,published
2023-01,ground_beef,APU0300703112,4.535,lb,published
2023-02,ground_beef,APU0300703112,4.528,lb,published
2023-03,ground_beef,APU0300703112,4.513,lb,published
2023-04,ground_beef,APU0300703112,4.487,lb,published
2023-05,ground_beef,APU0300703112,4.692,lb,published
2023-06,ground_beef,APU0300703112,4.708,lb,published
2023-07,ground_beef,APU0300703112,4.818,lb,published
2023-08,ground_beef,APU0300703112,4.794,lb,published
2023-09,ground_beef,APU0300703112,4.79,lb,published
2023-10,ground_beef,APU0300703112,5.104,lb,published
2023-11,ground_beef,APU0300703112,5.018,lb,published
2023-12,ground_beef,APU0300703112,4.826,lb,published
2024-01,ground_beef,APU0300703112,4.774,lb,published
2024-02,ground_beef,APU0300703112,4.699,lb,published
2024-03,ground_beef,APU0300703112,4.841,lb,published
2024-04,ground_beef,APU0300703112,4.97,lb,published
2024-05,ground_beef,APU0300703112,4.798,lb,published
2024-06,ground_beef,APU0300703112,4.967,lb,published
2024-07,ground_beef,APU0300703112,5.013,lb,published
2024-08,ground_beef,APU0300703112,5.096,lb,published
2024-09,ground_beef,APU0300703112,5.088,lb,published
2024-10,ground_beef,APU0300703112,5.157,lb,published
2024-11,ground_beef,APU0300703112,5.164,lb,published
2024-12,ground_beef,APU0300703112,5.122,lb,published
2025-01,ground_beef,APU0300703112,5.096,lb,published
2025-02,ground_beef,APU0300703112,5.147,lb,published
2025-03,ground_beef,APU0300703112,5.275,lb,published
2025-04,ground_beef,APU0300703112,5.353,lb,published
2025-05,ground_beef,APU0300703112,5.502,lb,published
2025-06,ground_beef,APU0300703112,5.574,lb,published
2025-07,ground_beef,APU0300703112,5.874,lb,published
2025-08,ground_beef,APU0300703112,5.959,lb,published
2025-09,ground_beef,APU0300703112,5.949,lb,published
2025-10,ground_beef,APU0300703112,5.949,lb,carried
2025-11,ground_beef,APU0300703112,6.31,lb,published
2025-12,ground_beef,APU0300703112,6.306,lb,published
2026-01,ground_beef,APU0300703112,6.426,lb,published
2026-02,ground_beef,APU0300703112,6.319,lb,published
2026-03,ground_beef,APU0300703112,6.403,lb,published
2026-04,ground_beef,APU0300703112,6.557,lb,published
2026-05,ground_beef,APU0300703112,6.559,lb,published
2026-06,ground_beef,APU0300703112,6.491,lb,published
2026-07,ground_beef,APU0300703112,6.449,lb,published
2026-08,ground_beef,APU0300703112,6.412,lb,published
2006-01,beef_sirloin,APU0300703613,7.434,lb,published
2006-02,beef_sirloin,APU0300703613,7.301,lb,published
2006-03,beef_sirloin,APU0300703613,7.271,lb,published
2006-04,beef_sirloin,APU0300703613,7.045,lb,published
2006-05,beef_sirloin,APU0300703613,7.444,lb,published
2006-06,beef_sirloin,APU0300703613,7.794,lb,published
2006-07,beef_sirloin,APU0300703613,7.453,lb,published
2006-08,beef_sirloin,APU0300703613,7.726,lb,published
2006-09,beef_sirloin,APU0300703613,7.407,lb,published
2006-10,beef_sirloin,APU0300703613,7.029,lb,published
2006-11,beef_sirloin,APU0300703613,6.431,lb,published
2006-12,beef_sirloin,APU0300703613,6.516,lb,published
2007-01,beef_sirloin,APU0300703613,6.568,lb,published
2007-02,beef_sirloin,APU0300703613,6.216,lb,published
2007-03,beef_sirloin,APU0300703613,6.555,lb,published
2007-04,beef_sirloin,APU0300703613,6.551,lb,published
2007-05,beef_sirloin,APU0300703613,6.518,lb,published
2007-06,beef_sirloin,APU0300703613,6.253,lb,published
2007-07,beef_sirloin,APU0300703613,5.103,lb,published
2007-08,beef_sirloin,APU0300703613,6.029,lb,published
2007-09,beef_sirloin,APU0300703613,6.238,lb,published
2007-10,beef_sirloin,APU0300703613,5.775,lb,published
2007-11,beef_sirloin,APU0300703613,6.022,lb,published
2007-12,beef_sirloin,APU0300703613,5.704,lb,published
2008-01,beef_sirloin,APU0300703613,5.678,lb,published
2008-02,beef_sirloin,APU0300703613,6.053,lb,published
2008-03,beef_sirloin,APU0300703613,6.011,lb,published
2008-04,beef_sirloin,APU0300703613,5.702,lb,published
2008-05,beef_sirloin,APU0300703613,6.036,lb,published
2008-06,beef_sirloin,APU0300703613,6.14,lb,published
2008-07,beef_sirloin,APU0300703613,5.844,lb,published
2008-08,beef_sirloin,APU0300703613,6.88,lb,published
2008-09,beef_sirloin,APU0300703613,6.337,lb,published
2008-10,beef_sirloin,APU0300703613,6.341,lb,published
2008-11,beef_sirloin,APU0300703613,5.833,lb,published
2008-12,beef_sirloin,APU0300703613,6.134,lb,published
2009-01,beef_sirloin,APU0300703613,5.857,lb,published
2009-02,beef_sirloin,APU0300703613,5.495,lb,published
2009-03,beef_sirloin,APU0300703613,5.673,lb,published
2009-04,beef_sirloin,APU0300703613,5.887,lb,published
2009-05,beef_sirloin,APU0300703613,6.3,lb,published
2009-06,beef_sirloin,APU0300703613,6.051,lb,published
2009-07,beef_sirloin,APU0300703613,5.637,lb,published
2009-08,beef_sirloin,APU0300703613,6.009,lb,published
2009-09,beef_sirloin,APU0300703613,5.728,lb,published
2009-10,beef_sirloin,APU0300703613,5.886,lb,published
2009-11,beef_sirloin,APU0300703613,5.672,lb,published
2009-12,beef_sirloin,APU0300703613,5.459,lb,published
2010-01,beef_sirloin,APU0300703613,5.133,lb,published
2010-02,beef_sirloin,APU0300703613,5.383,lb,published
2010-03,beef_sirloin,APU0300703613,5.551,lb,published
2010-04,beef_sirloin,APU0300703613,5.649,lb,published
2010-05,beef_sirloin,APU0300703613,6.2,lb,published
2010-06,beef_sirloin,APU0300703613,5.869,lb,published
2010-07,beef_sirloin,APU0300703613,5.161,lb,published
2010-08,beef_sirloin,APU0300703613,5.711,lb,published
2010-09,beef_sirloin,APU0300703613,5.882,lb,published
2010-10,beef_sirloin,APU0300703613,5.725,lb,published
2010-11,beef_sirloin,APU0300703613,6.516,lb,published
2010-12,beef_sirloin,APU0300703613,6.239,lb,published
2011-01,beef_sirloin,APU0300703613,6.843,lb,published
2011-02,beef_sirloin,APU0300703613,6.648,lb,published
2011-03,beef_sirloin,APU0300703613,7.064,lb,published
2011-04,beef_sirloin,APU0300703613,6.867,lb,published
2011-05,beef_sirloin,APU0300703613,6.606,lb,published
2011-06,beef_sirloin,APU0300703613,5.913,lb,published
2011-07,beef_sirloin,APU0300703613,6.059,lb,published
2011-08,beef_sirloin,APU0300703613,6.389,lb,published
2011-09,beef_sirloin,APU0300703613,6.229,lb,published
2011-10,beef_sirloin,APU0300703613,6.508,lb,published
2011-11,beef_sirloin,APU0300703613,6.202,lb,published
2011-12,beef_sirloin,APU0300703613,5.729,lb,published
2012-01,beef_sirloin,APU0300703613,6.354,lb,published
2012-02,beef_sirloin,APU0300703613,6.565,lb,published
2012-03,beef_sirloin,APU0300703613,6.446,lb,published
2012-04,beef_sirloin,APU0300703613,6.25,lb,published
2012-05,beef_sirloin,APU0300703613,6.613,lb,published
2012-06,beef_sirloin,APU0300703613,6.609,lb,published
2012-07,beef_sirloin,APU0300703613,6.728,lb,published
2012-08,beef_sirloin,APU0300703613,6.656,lb,published
2012-09,beef_sirloin,APU0300703613,6.625,lb,published
2012-10,beef_sirloin,APU0300703613,6.697,lb,published
2012-11,beef_sirloin,APU0300703613,6.854,lb,published
2012-12,beef_sirloin,APU0300703613,6.756,lb,published
2013-01,beef_sirloin,APU0300703613,6.998,lb,published
2013-02,beef_sirloin,APU0300703613,7.173,lb,published
2013-03,beef_sirloin,APU0300703613,6.817,lb,published
2013-04,beef_sirloin,APU0300703613,6.716,lb,published
2013-05,beef_sirloin,APU0300703613,6.597,lb,published
2013-06,beef_sirloin,APU0300703613,6.515,lb,published
2013-07,beef_sirloin,APU0300703613,6.928,lb,published
2013-08,beef_sirloin,APU0300703613,6.773,lb,published
2013-09,beef_sirloin,APU0300703613,7.059,lb,published
2013-10,beef_sirloin,APU0300703613,7.082,lb,published
2013-11,beef_sirloin,APU0300703613,6.974,lb,published
2013-12,beef_sirloin,APU0300703613,7.039,lb,published
2014-01,beef_sirloin,APU0300703613,6.988,lb,published
2014-02,beef_sirloin,APU0300703613,6.679,lb,published
2014-03,beef_sirloin,APU0300703613,6.76,lb,published
2014-04,beef_sirloin,APU0300703613,7.328,lb,published
2014-05,beef_sirloin,APU0300703613,7.179,lb,published
2014-06,beef_sirloin,APU0300703613,7.64,lb,published
2014-07,beef_sirloin,APU0300703613,7.91,lb,published
2014-08,beef_sirloin,APU0300703613,8.196,lb,published
2014-09,beef_sirloin,APU0300703613,7.95,lb,published
2014-10,beef_sirloin,APU0300703613,7.854,lb,published
2014-11,beef_sirloin,APU0300703613,8.04,lb,published
2014-12,beef_sirloin,APU0300703613,7.772,lb,published
2015-01,beef_sirloin,APU0300703613,7.495,lb,published
2015-02,beef_sirloin,APU0300703613,7.805,lb,published
2015-03,beef_sirloin,APU0300703613,8.138,lb,published
2015-04,beef_sirloin,APU0300703613,8.243,lb,published
2015-05,beef_sirloin,APU0300703613,8.191,lb,published
2015-06,beef_sirloin,APU0300703613,8.665,lb,published
2015-07,beef_sirloin,APU0300703613,8.413,lb,published
2015-08,beef_sirloin,APU0300703613,8.484,lb,published
2015-09,beef_sirloin,APU0300703613,8.603,lb,published
2015-10,beef_sirloin,APU0300703613,8.435,lb,published
2015-11,beef_sirloin,APU0300703613,8.335,lb,published
2015-12,beef_sirloin,APU0300703613,7.97,lb,published
2016-01,beef_sirloin,APU0300703613,7.927,lb,published
2016-02,beef_sirloin,APU0300703613,7.661,lb,published
2016-03,beef_sirloin,APU0300703613,8.151,lb,published
2016-04,beef_sirloin,APU0300703613,8.4,lb,published
2016-05,beef_sirloin,APU0300703613,8.497,lb,published
2016-06,beef_sirloin,APU0300703613,8.329,lb,published
2016-07,beef_sirloin,APU0300703613,8.329,lb,published
2016-08,beef_sirloin,APU0300703613,8.485,lb,published
2016-09,beef_sirloin,APU0300703613,8.728,lb,published
2016-10,beef_sirloin,APU0300703613,8.109,lb,published
2016-11,beef_sirloin,APU0300703613,8.13,lb,published
2016-12,beef_sirloin,APU0300703613,7.774,lb,published
2017-01,beef_sirloin,APU0300703613,7.677,lb,published
2017-02,beef_sirloin,APU0300703613,7.893,lb,published
2017-03,beef_sirloin,APU0300703613,7.858,lb,published
2017-04,beef_sirloin,APU0300703613,8.159,lb,published
2017-05,beef_sirloin,APU0300703613,7.772,lb,published
2017-06,beef_sirloin,APU0300703613,8.468,lb,published
2017-07,beef_sirloin,APU0300703613,8.324,lb,published
2017-08,beef_sirloin,APU0300703613,7.995,lb,published
2017-09,beef_sirloin,APU0300703613,8.082,lb,published
2017-10,beef_sirloin,APU0300703613,8.224,lb,published
2017-11,beef_sirloin,APU0300703613,8.186,lb,published
2017-12,beef_sirloin,APU0300703613,8.045,lb,published
2018-01,beef_sirloin,APU0300703613,7.818,lb,published
2018-02,beef_sirloin,APU0300703613,7.909,lb,published
2018-03,beef_sirloin,APU0300703613,7.969,lb,published
2018-04,beef_sirloin,APU0300703613,8.156,lb,published
2018-05,beef_sirloin,APU0300703613,7.931,lb,published
2018-06,beef_sirloin,APU0300703613,8.229,lb,published
2018-07,beef_sirloin,APU0300703613,8.42,lb,published
2018-08,beef_sirloin,APU0300703613,8.159,lb,published
2018-09,beef_sirloin,APU0300703613,8.579,lb,published
2018-10,beef_sirloin,APU0300703613,7.839,lb,published
2018-11,beef_sirloin,APU0300703613,7.756,lb,published
2018-12,beef_sirloin,APU0300703613,7.945,lb,published
2019-01,beef_sirloin,APU0300703613,7.979,lb,published
2019-02,beef_sirloin,APU0300703613,8.167,lb,published
2019-03,beef_sirloin,APU0300703613,8.104,lb,published
2019-04,beef_sirloin,APU0300703613,8.32,lb,published
2019-05,beef_sirloin,APU0300703613,8.124,lb,published
2019-06,beef_sirloin,APU0300703613,8.038,lb,published
2019-07,beef_sirloin,APU0300703613,8.169,lb,published
2019-08,beef_sirloin,APU0300703613,7.986,lb,published
2019-09,beef_sirloin,APU0300703613,7.896,lb,published
2019-10,beef_sirloin,APU0300703613,8.36,lb,published
2019-11,beef_sirloin,APU0300703613,8.133,lb,published
2019-12,beef_sirloin,APU0300703613,8.305,lb,published
2020-01,beef_sirloin,APU0300703613,8.305,lb,published
2020-02,beef_sirloin,APU0300703613,8.07,lb,published
2020-03,beef_sirloin,APU0300703613,7.898,lb,published
2020-04,beef_sirloin,APU0300703613,8.482,lb,published
2020-05,beef_sirloin,APU0300703613,9.259,lb,published
2020-06,beef_sirloin,APU0300703613,10.061,lb,published
2020-07,beef_sirloin,APU0300703613,9.165,lb,published
2020-08,beef_sirloin,APU0300703613,8.386,lb,published
2020-09,beef_sirloin,APU0300703613,8.183,lb,published
2020-10,beef_sirloin,APU0300703613,8.901,lb,published
2020-11,beef_sirloin,APU0300703613,8.506,lb,published
2020-12,beef_sirloin,APU0300703613,8.657,lb,published
2021-01,beef_sirloin,APU0300703613,8.835,lb,published
2021-02,beef_sirloin,APU0300703613,8.406,lb,published
2021-03,beef_sirloin,APU0300703613,8.545,lb,published
2021-04,beef_sirloin,APU0300703613,8.929,lb,published
2021-05,beef_sirloin,APU0300703613,9.602,lb,published
2021-06,beef_sirloin,APU0300703613,10.189,lb,published
2021-07,beef_sirloin,APU0300703613,9.995,lb,published
2021-08,beef_sirloin,APU0300703613,9.743,lb,published
2021-09,beef_sirloin,APU0300703613,10.322,lb,published
2021-10,beef_sirloin,APU0300703613,10.434,lb,published
2021-11,beef_sirloin,APU0300703613,10.455,lb,published
2021-12,beef_sirloin,APU0300703613,9.975,lb,published
2022-01,beef_sirloin,APU0300703613,9.835,lb,published
2022-02,beef_sirloin,APU0300703613,9.724,lb,published
2022-03,beef_sirloin,APU0300703613,9.666,lb,published
2022-04,beef_sirloin,APU0300703613,9.567,lb,published
2022-05,beef_sirloin,APU0300703613,9.671,lb,published
2022-06,beef_sirloin,APU0300703613,9.756,lb,published
2022-07,beef_sirloin,APU0300703613,9.719,lb,published
2022-08,beef_sirloin,APU0300703613,9.662,lb,published
2022-09,beef_sirloin,APU0300703613,9.552,lb,published
2022-10,beef_sirloin,APU0300703613,9.607,lb,published
2022-11,beef_sirloin,APU0300703613,9.387,lb,published
2022-12,beef_sirloin,APU0300703613,9.194,lb,published
2023-01,beef_sirloin,APU0300703613,9.354,lb,published
2023-02,beef_sirloin,APU0300703613,9.577,lb,published
2023-03,beef_sirloin,APU0300703613,9.533,lb,published
2023-04,beef_sirloin,APU0300703613,9.901,lb,published
2023-05,beef_sirloin,APU0300703613,10.035,lb,published
2023-06,beef_sirloin,APU0300703613,10.454,lb,published
2023-07,beef_sirloin,APU0300703613,10.645,lb,published
2023-08,beef_sirloin,APU0300703613,10.373,lb,published
2023-09,beef_sirloin,APU0300703613,10.679,lb,published
2023-10,beef_sirloin,APU0300703613,11.073,lb,published
2023-11,beef_sirloin,APU0300703613,11.189,lb,published
2023-12,beef_sirloin,APU0300703613,10.676,lb,published
2024-01,beef_sirloin,APU0300703613,10.871,lb,published
2024-02,beef_sirloin,APU0300703613,10.824,lb,published
2024-03,beef_sirloin,APU0300703613,10.858,lb,published
2024-04,beef_sirloin,APU0300703613,10.783,lb,published
2024-05,beef_sirloin,APU0300703613,10.84,lb,published
2024-06,beef_sirloin,APU0300703613,10.748,lb,published
2024-07,beef_sirloin,APU0300703613,11.167,lb,published
2024-08,beef_sirloin,APU0300703613,11.123,lb,published
2024-09,beef_sirloin,APU0300703613,10.923,lb,published
2024-10,beef_sirloin,APU0300703613,10.984,lb,published
2024-11,beef_sirloin,APU0300703613,11.304,lb,published
2024-12,beef_sirloin,APU0300703613,11.055,lb,published
2025-01,beef_sirloin,APU0300703613,11.091,lb,published
2025-02,beef_sirloin,APU0300703613,11.064,lb,published
2025-03,beef_sirloin,APU0300703613,11.129,lb,published
2025-04,beef_sirloin,APU0300703613,11.528,lb,published
2025-05,beef_sirloin,APU0300703613,11.759,lb,published
2025-06,beef_sirloin,APU0300703613,12.544,lb,published
2025-07,beef_sirloin,APU0300703613,12.833,lb,published
2025-08,beef_sirloin,APU0300703613,13.519,lb,published
2025-09,beef_sirloin,APU0300703613,13.64,lb,published
2025-10,beef_sirloin,APU0300703613,13.64,lb,carried
2025-11,beef_sirloin,APU0300703613,13.306,lb,published
2025-12,beef_sirloin,APU0300703613,13.263,lb,published
2026-01,beef_sirloin,APU0300703613,13.24,lb,published
2026-02,beef_sirloin,APU0300703613,13.641,lb,published
2026-03,beef_sirloin,APU0300703613,13.724,lb,published
2026-04,beef_sirloin,APU0300703613,14.65,lb,published
2026-05,beef_sirloin,APU0300703613,14.479,lb,published
2026-06,beef_sirloin,APU0300703613,14.291,lb,published
2026-07,beef_sirloin,APU0300703613,14.179,lb,published
2026-08,beef_sirloin,APU0300703613,13.733,lb,published
2006-01,bacon,APU0300704111,0.21831,oz,published
2006-02,bacon,APU0300704111,0.22462,oz,published
2006-03,bacon,APU0300704111,0.22531,oz,published
2006-04,bacon,APU0300704111,0.20137,oz,published
2006-05,bacon,APU0300704111,0.20819,oz,published
2006-06,bacon,APU0300704111,0.21006,oz,published
2006-07,bacon,APU0300704111,0.21494,oz,published
2006-08,bacon,APU0300704111,0.24338,oz,published
2006-09,bacon,APU0300704111,0.24131,oz,published
2006-10,bacon,APU0300704111,0.24525,oz,published
2006-11,bacon,APU0300704111,0.214,oz,published
2006-12,bacon,APU0300704111,0.23831,oz,published
2007-01,bacon,APU0300704111,0.23456,oz,published
2007-02,bacon,APU0300704111,0.2395,oz,published
2007-03,bacon,APU0300704111,0.22425,oz,published
2007-04,bacon,APU0300704111,0.23425,oz,published
2007-05,bacon,APU0300704111,0.23387,oz,published
2007-06,bacon,APU0300704111,0.22694,oz,published
2007-07,bacon,APU0300704111,0.24038,oz,published
2007-08,bacon,APU0300704111,0.23644,oz,published
2007-09,bacon,APU0300704111,0.24569,oz,published
2007-10,bacon,APU0300704111,0.23644,oz,published
2007-11,bacon,APU0300704111,0.21875,oz,published
2007-12,bacon,APU0300704111,0.22694,oz,published
2008-01,bacon,APU0300704111,0.22356,oz,published
2008-02,bacon,APU0300704111,0.22375,oz,published
2008-03,bacon,APU0300704111,0.22869,oz,published
2008-04,bacon,APU0300704111,0.21269,oz,published
2008-05,bacon,APU0300704111,0.21619,oz,published
2008-06,bacon,APU0300704111,0.20906,oz,published
2008-07,bacon,APU0300704111,0.21413,oz,published
2008-08,bacon,APU0300704111,0.21813,oz,published
2008-09,bacon,APU0300704111,0.21394,oz,published
2008-10,bacon,APU0300704111,0.211,oz,published
2008-11,bacon,APU0300704111,0.211,oz,published
2008-12,bacon,APU0300704111,0.2045,oz,published
2009-01,bacon,APU0300704111,0.21075,oz,published
2009-02,bacon,APU0300704111,0.20556,oz,published
2009-03,bacon,APU0300704111,0.20706,oz,published
2009-04,bacon,APU0300704111,0.207,oz,published
2009-05,bacon,APU0300704111,0.21931,oz,published
2009-06,bacon,APU0300704111,0.2168,oz,imputed_us
2009-07,bacon,APU0300704111,0.21794,oz,imputed_us
2009-08,bacon,APU0300704111,0.20175,oz,published
2009-09,bacon,APU0300704111,0.20006,oz,published
2009-10,bacon,APU0300704111,0.20212,oz,published
2009-11,bacon,APU0300704111,0.19981,oz,published
2009-12,bacon,APU0300704111,0.19544,oz,published
2010-01,bacon,APU0300704111,0.20913,oz,published
2010-02,bacon,APU0300704111,0.21256,oz,published
2010-03,bacon,APU0300704111,0.22481,oz,published
2010-04,bacon,APU0300704111,0.23519,oz,published
2010-05,bacon,APU0300704111,0.24163,oz,published
2010-06,bacon,APU0300704111,0.25419,oz,published
2010-07,bacon,APU0300704111,0.27187,oz,published
2010-08,bacon,APU0300704111,0.27075,oz,published
2010-09,bacon,APU0300704111,0.28619,oz,published
2010-10,bacon,APU0300704111,0.30875,oz,published
2010-11,bacon,APU0300704111,0.29213,oz,published
2010-12,bacon,APU0300704111,0.26925,oz,published
2011-01,bacon,APU0300704111,0.26119,oz,published
2011-02,bacon,APU0300704111,0.26706,oz,published
2011-03,bacon,APU0300704111,0.27513,oz,published
2011-04,bacon,APU0300704111,0.28437,oz,published
2011-05,bacon,APU0300704111,0.29306,oz,published
2011-06,bacon,APU0300704111,0.28987,oz,published
2011-07,bacon,APU0300704111,0.28963,oz,published
2011-08,bacon,APU0300704111,0.29237,oz,published
2011-09,bacon,APU0300704111,0.28256,oz,published
2011-10,bacon,APU0300704111,0.26713,oz,published
2011-11,bacon,APU0300704111,0.27156,oz,published
2011-12,bacon,APU0300704111,0.25569,oz,published
2012-01,bacon,APU0300704111,0.26637,oz,published
2012-02,bacon,APU0300704111,0.26713,oz,published
2012-03,bacon,APU0300704111,0.265,oz,published
2012-04,bacon,APU0300704111,0.261,oz,published
2012-05,bacon,APU0300704111,0.25088,oz,published
2012-06,bacon,APU0300704111,0.24413,oz,published
2012-07,bacon,APU0300704111,0.248,oz,published
2012-08,bacon,APU0300704111,0.26531,oz,published
